contractID,Reentrancy,Access Control,Arithmetic,Unchecked Return Values,DoS,Bad Randomness,Front Running,Time manipulation
65,0,1,0,0,0,0,0,0
66,0,1,0,0,0,0,0,0
68,1,1,0,0,1,0,0,1
69,1,1,1,0,0,0,0,0
72,0,1,1,0,0,0,0,0
74,1,1,0,0,0,0,0,1
80,0,1,0,1,0,0,0,0
81,0,1,0,0,1,0,0,0
82,0,1,0,0,1,0,0,0
84,1,0,0,0,0,0,0,0
85,0,1,0,0,0,0,0,0
86,1,1,0,0,1,0,0,0
87,0,1,1,0,0,0,0,0
88,0,1,0,0,0,0,0,1
89,1,1,0,0,0,0,0,1
91,1,1,0,1,0,0,0,0
95,0,0,0,0,0,0,0,0
97,1,1,1,0,0,0,0,0
99,0,0,0,0,0,0,0,1
98,1,1,0,0,0,0,0,0
100,1,1,1,1,0,0,0,1
101,0,0,1,0,0,0,0,1
102,1,1,0,0,0,0,0,1
103,1,1,1,1,0,0,0,0
104,1,1,1,0,1,0,1,0
106,0,1,0,0,0,0,0,0
107,0,0,0,0,0,0,0,0
111,0,1,0,0,0,0,0,0
112,1,1,1,1,0,0,0,0
141,0,0,0,0,0,0,0,1
155,0,1,1,0,0,0,0,1
115,1,1,1,0,0,0,0,0
116,1,1,1,0,0,0,0,1
118,0,0,0,0,0,0,0,0
119,1,1,0,0,0,0,0,1
121,1,1,0,1,0,0,0,0
122,1,1,1,0,0,0,0,0
125,0,1,0,0,0,0,0,0
127,0,1,0,0,0,0,0,0
128,0,1,1,1,0,0,0,1
130,1,0,1,0,0,0,0,0
132,0,0,0,0,0,0,0,0
134,0,1,1,0,0,0,0,0
136,1,1,1,1,0,0,0,0
137,0,0,0,0,0,0,0,0
138,0,1,0,0,0,0,0,0
139,0,0,0,0,1,0,0,1
140,1,1,1,1,0,0,0,0
142,1,1,0,0,1,0,0,1
143,1,1,0,0,1,0,0,1
144,1,1,0,1,0,0,0,0
145,0,1,0,0,0,0,0,0
146,0,1,1,1,0,0,0,0
148,0,1,0,0,0,0,0,0
153,1,1,0,1,0,0,0,0
156,0,1,0,0,0,0,0,0
158,1,1,0,0,0,0,0,0
160,1,1,0,1,0,0,0,1
161,1,1,0,0,1,0,0,0
163,1,1,1,0,1,1,0,0
165,1,1,0,1,1,0,0,0
168,0,1,0,0,0,0,0,0
169,1,1,0,0,0,0,0,0
170,0,1,0,0,0,0,0,0
173,0,1,0,0,0,0,0,0
174,0,1,0,0,0,0,0,0
175,0,1,1,1,1,0,0,0
178,1,1,1,0,1,0,1,1
179,1,1,1,1,0,0,0,1
180,1,1,0,0,0,0,0,1
181,0,1,1,0,0,0,0,1
182,0,0,0,1,0,0,1,0
183,1,1,1,0,0,0,0,1
184,1,1,0,1,0,0,1,1
185,0,1,1,1,1,0,0,0
186,1,1,0,1,0,0,0,0
187,0,0,1,0,0,0,0,0
188,0,1,0,0,0,0,0,0
191,1,1,0,0,1,0,0,0
192,1,1,0,0,0,0,0,0
195,1,0,0,1,1,0,0,1
196,0,0,0,0,0,0,0,0
199,1,0,1,0,0,0,0,1
204,0,1,0,1,1,0,0,1
206,0,0,0,0,0,0,0,0
205,0,1,0,0,0,0,0,0
207,0,1,0,0,1,0,0,0
208,0,1,0,0,0,0,0,0
209,1,1,0,0,0,0,0,0
211,1,1,0,0,0,0,0,0
212,1,1,1,1,1,0,0,0
213,0,0,0,0,0,0,0,1
214,0,0,0,0,0,0,0,0
218,1,1,1,0,1,0,0,0
220,1,1,0,0,0,0,0,0
223,1,1,1,0,0,0,0,0
225,1,1,1,1,0,0,0,1
226,1,1,0,0,1,0,0,0
227,0,1,0,0,0,0,0,0
228,0,1,1,0,0,0,0,0
229,0,1,0,0,0,0,0,1
230,0,1,0,0,0,0,0,0
231,0,1,1,1,0,0,0,0
233,1,1,0,0,0,0,0,0
234,1,1,0,0,0,0,0,1
237,1,1,0,0,1,0,0,0
240,0,0,0,0,0,0,0,0
242,1,1,1,1,0,0,0,0
243,0,1,0,0,0,0,0,0
245,0,0,0,0,0,0,0,0
246,0,1,0,0,0,0,0,0
247,1,1,0,0,0,0,0,0
248,1,1,1,1,1,0,0,1
249,1,0,0,0,0,1,0,0
250,0,1,1,0,0,0,0,0
251,0,0,0,0,0,0,0,1
252,0,0,1,0,0,0,0,0
255,1,1,0,0,0,0,0,0
257,0,1,0,0,1,0,0,1
259,1,1,1,1,0,0,0,1
260,1,1,0,0,0,1,0,0
261,0,0,0,0,0,0,0,1
263,0,1,0,0,0,0,0,1
264,1,1,1,0,1,0,0,0
297,0,0,1,0,0,0,0,0
312,0,0,0,0,0,0,0,1
327,0,0,0,0,0,0,0,1
266,1,1,1,0,0,0,0,0
268,1,0,1,0,0,0,0,1
270,0,1,0,1,0,0,0,0
271,1,1,0,0,0,0,0,0
272,1,1,0,0,0,0,0,1
273,0,1,1,0,0,0,0,0
274,1,0,0,0,0,0,0,0
276,0,1,1,0,0,0,0,0
277,1,1,1,1,1,0,0,0
279,0,1,0,0,0,0,0,0
280,0,1,0,0,0,0,0,0
281,0,1,1,0,0,0,0,0
283,1,1,1,0,0,0,0,1
284,0,0,0,0,0,0,0,0
285,1,1,0,0,1,0,0,1
287,0,1,0,0,0,0,0,1
288,1,1,1,0,0,0,0,0
290,0,1,0,0,1,0,0,0
293,1,1,1,1,0,0,0,0
294,0,1,0,0,0,0,0,0
295,1,1,0,1,1,0,0,0
296,1,1,1,1,1,0,0,1
299,0,1,0,0,0,0,0,0
302,0,1,1,0,1,1,1,0
303,1,1,0,0,1,0,0,0
304,1,1,0,0,1,1,0,1
305,1,1,1,0,1,0,1,0
307,1,1,1,0,1,0,0,0
310,1,1,0,0,1,0,0,0
311,0,1,0,0,0,0,0,0
314,1,1,0,1,0,0,0,0
315,0,1,0,0,0,0,0,0
317,0,0,1,0,0,0,0,0
318,1,1,1,1,0,0,0,0
319,1,1,0,0,0,0,0,1
320,0,0,1,0,0,0,0,0
321,1,1,0,0,0,0,0,0
322,1,1,1,1,1,0,0,1
323,0,1,0,0,0,0,0,0
326,1,1,1,0,0,0,0,1
329,1,1,1,0,1,0,0,0
330,0,1,1,0,0,0,0,0
331,1,1,0,0,1,0,0,0
332,0,1,0,0,0,0,0,0
336,1,1,1,0,1,0,0,1
337,0,1,0,0,0,0,0,0
338,1,0,0,0,0,0,0,1
339,1,1,0,0,0,0,0,0
340,1,1,1,1,0,0,0,0
345,0,1,0,0,0,0,0,0
346,1,1,1,0,0,0,0,0
348,1,1,0,0,0,0,0,0
349,1,1,1,1,0,0,0,0
350,0,1,0,0,0,0,0,0
351,1,1,1,1,0,0,0,1
352,0,0,0,0,0,0,0,0
354,1,1,0,0,0,0,0,0
355,1,1,0,1,1,0,1,0
357,0,1,0,0,0,0,1,0
359,1,1,0,0,0,0,0,0
362,0,1,0,0,0,0,0,0
364,0,1,0,0,0,0,0,1
365,1,1,0,0,0,1,0,1
366,0,1,0,0,0,0,0,1
367,0,0,0,0,0,0,0,0
368,0,0,0,0,0,0,0,1
369,0,1,0,0,0,0,1,0
370,0,1,0,0,0,0,0,0
372,0,1,1,0,1,0,0,1
373,1,1,0,0,0,0,0,1
374,1,1,0,0,0,0,0,0
376,0,1,1,0,0,0,0,0
377,1,1,0,0,0,0,0,0
378,1,1,1,0,1,0,0,0
379,1,1,1,0,0,0,0,0
380,0,1,0,1,0,0,0,1
381,0,1,0,0,0,0,0,1
382,0,0,0,0,0,0,0,1
386,1,1,1,1,0,0,0,0
387,0,1,0,0,0,0,0,0
389,1,1,1,0,0,0,0,0
393,1,1,1,0,0,0,0,1
395,1,1,0,0,1,0,0,0
396,1,1,1,1,0,0,0,0
397,1,1,0,0,0,0,0,0
401,0,1,1,0,0,0,0,0
399,1,1,0,0,0,0,0,1
400,1,1,0,0,0,0,1,0
416,0,0,0,0,0,0,0,1
432,0,0,0,0,0,0,0,0
441,0,0,0,0,0,0,0,0
454,0,0,0,0,0,0,0,0
403,1,1,0,1,0,0,0,0
404,0,1,0,0,1,0,0,1
405,1,1,1,0,0,0,0,0
408,1,1,0,1,1,0,0,0
409,0,0,0,0,0,0,0,1
411,1,1,0,0,0,0,0,0
412,1,1,0,0,0,0,0,0
414,1,1,0,1,1,0,0,0
415,1,1,1,0,0,0,0,0
417,1,1,0,0,0,0,0,0
418,1,1,1,1,0,0,0,1
419,0,0,0,0,0,0,0,1
420,1,1,1,0,1,0,0,0
421,1,1,1,0,0,0,0,1
424,1,0,0,0,0,0,0,0
427,0,0,0,0,0,0,0,0
426,1,1,0,1,0,0,0,0
428,1,1,0,1,1,0,0,1
429,0,1,0,1,0,0,0,1
430,1,0,1,0,0,0,1,1
433,1,1,1,1,1,0,0,0
434,1,1,0,0,1,0,0,0
435,1,1,1,0,0,0,0,0
437,0,0,1,0,0,0,0,0
438,0,1,0,0,0,0,0,0
442,0,1,0,0,0,0,0,0
445,1,1,1,1,0,0,0,0
446,0,1,0,0,0,0,0,0
448,1,1,0,0,0,0,1,1
449,1,1,0,0,0,0,0,1
450,1,1,0,1,1,0,0,0
452,0,1,0,0,0,0,0,0
455,1,1,0,0,0,0,0,0
456,0,1,0,0,0,0,0,0
457,0,1,1,0,0,0,0,0
459,0,1,0,0,0,0,0,0
461,1,1,1,0,0,0,0,1
462,0,0,1,0,0,0,0,0
463,1,1,1,0,1,0,0,1
470,0,0,0,0,0,0,0,1
469,0,1,0,0,1,0,0,1
473,0,1,1,0,0,0,0,0
474,1,1,0,0,0,0,0,1
475,1,1,1,1,0,0,0,1
477,0,0,1,0,0,0,0,0
479,0,1,1,0,0,0,0,1
480,1,1,1,0,0,0,0,0
481,1,1,1,0,1,1,0,0
482,0,1,1,0,0,0,0,1
484,1,1,0,1,1,0,0,1
485,1,1,1,0,0,0,0,1
486,1,1,0,1,0,0,0,1
487,0,1,1,1,0,0,0,0
489,1,1,1,1,1,0,1,0
490,1,1,0,1,0,0,0,0
492,1,1,0,0,1,0,0,0
493,1,1,0,0,0,1,1,0
497,1,1,1,1,0,0,0,0
498,0,1,1,0,0,0,0,0
499,1,1,0,0,0,0,0,0
500,0,1,0,0,0,0,0,0
501,0,1,1,0,0,0,0,0
503,1,1,0,0,1,0,0,0
504,0,1,1,0,0,0,0,1
505,1,1,1,0,1,0,0,1
506,1,1,0,0,1,1,0,0
507,1,1,1,1,0,0,0,0
508,0,1,0,0,0,0,0,0
509,0,0,0,0,0,0,0,0
510,1,1,0,0,0,0,0,0
511,0,0,0,0,0,0,0,0
514,1,1,0,0,0,0,0,0
515,1,1,0,1,0,0,0,0
516,1,1,1,1,1,0,0,1
518,1,1,0,0,0,0,0,0
519,1,1,1,1,0,0,0,0
521,0,1,1,0,0,0,0,1
528,0,1,1,0,0,0,0,0
532,1,1,1,0,0,0,0,0
533,1,1,0,0,1,0,0,1
534,0,0,0,0,0,0,0,0
536,0,1,0,0,0,0,0,0
538,1,1,1,0,0,0,0,1
539,1,1,0,0,0,0,0,0
541,0,1,0,0,0,0,0,1
542,1,1,0,1,0,0,0,0
544,0,1,0,0,0,0,0,0
547,0,1,0,0,0,0,0,0
548,0,0,0,0,1,0,0,0
549,1,1,0,0,1,0,0,0
550,0,1,0,0,0,0,0,0
552,0,0,0,0,0,0,0,0
553,0,1,0,0,0,0,0,0
559,0,0,0,0,0,0,0,0
554,0,1,0,0,0,0,0,0
555,0,0,0,0,0,0,0,0
556,0,1,0,0,0,0,0,0
558,1,1,1,0,0,0,1,1
591,1,0,1,0,0,0,0,0
605,0,0,0,0,0,0,0,1
560,1,1,1,1,0,0,0,0
563,0,1,0,0,0,0,0,0
564,0,1,0,0,0,0,0,1
566,0,1,0,0,1,0,1,1
567,0,0,1,0,0,0,0,0
569,0,1,0,1,0,0,0,0
570,0,1,1,0,0,0,0,1
571,0,0,0,0,0,0,0,0
572,0,0,0,0,0,0,0,0
573,0,1,0,0,0,0,0,0
574,1,1,1,1,0,0,0,1
575,0,1,1,0,0,0,0,0
576,0,0,0,0,0,0,0,0
577,1,1,1,1,0,0,0,0
579,0,0,0,0,0,0,0,1
581,1,1,1,0,1,0,0,1
582,1,1,1,0,0,0,0,1
589,0,0,0,0,0,0,0,1
590,0,1,1,0,0,0,0,0
595,0,0,0,0,0,0,0,0
596,1,1,1,0,0,0,0,0
597,1,1,1,1,0,0,0,1
598,0,0,1,0,0,0,0,1
599,1,1,1,1,0,0,0,1
600,0,1,0,0,0,0,0,0
601,1,1,1,0,0,0,0,1
603,0,1,1,0,0,0,0,0
607,0,0,1,0,0,0,0,0
610,0,0,0,0,0,0,0,1
611,1,1,1,0,0,0,0,0
612,1,1,0,1,0,0,1,0
614,0,0,0,0,0,0,0,1
613,1,1,0,0,0,0,0,0
615,0,1,1,0,0,0,0,0
617,1,1,0,0,0,0,0,0
618,0,1,1,0,0,0,0,0
619,1,1,1,1,1,0,0,0
620,1,1,1,0,1,0,0,0
621,0,0,0,1,1,0,0,0
622,0,1,0,0,0,0,0,0
623,1,1,1,0,0,0,0,0
625,0,0,0,0,0,0,0,1
626,1,1,1,1,1,0,0,1
628,0,1,0,0,0,0,0,0
629,1,1,1,1,1,0,0,0
630,1,1,1,1,0,0,0,1
631,1,1,1,0,0,0,0,0
634,0,1,0,0,0,0,0,0
635,1,0,0,0,0,0,0,0
636,1,1,1,1,0,0,0,1
638,0,0,0,0,0,0,0,0
644,0,1,0,0,0,0,0,0
645,1,1,0,1,0,0,0,0
646,1,1,0,0,0,0,0,0
647,1,1,1,0,0,0,0,1
648,0,1,0,0,0,0,0,0
650,0,1,0,0,0,0,0,0
651,1,1,1,0,1,0,0,0
652,1,1,1,0,0,0,0,0
653,1,0,0,0,0,0,1,1
654,1,1,1,0,0,0,0,0
655,0,1,1,1,0,0,0,0
657,0,1,0,0,0,0,0,0
658,1,1,0,0,1,0,0,0
659,0,0,0,0,0,0,0,1
660,1,1,1,0,0,0,0,0
662,0,0,0,0,0,0,0,1
663,0,1,0,0,0,0,0,0
664,1,1,0,0,0,0,0,1
665,0,0,0,0,0,0,0,1
667,1,1,1,1,0,0,0,1
666,0,1,1,0,0,0,0,0
668,1,1,0,0,0,0,0,0
676,0,0,0,0,0,0,0,1
670,1,1,1,0,0,0,0,1
677,1,1,0,0,0,0,0,1
681,1,1,1,1,0,0,0,1
682,1,1,0,1,0,1,0,0
683,0,0,0,0,0,0,0,0
684,1,1,0,0,0,0,0,0
685,0,1,1,0,1,0,0,0
686,1,1,1,1,0,0,0,0
688,1,1,1,0,0,0,0,0
696,1,1,0,0,0,0,0,0
697,1,1,1,1,1,0,0,0
699,0,0,0,0,0,0,0,1
700,0,0,0,0,0,0,0,0
701,0,0,0,0,0,0,0,0
702,0,0,0,0,0,0,0,1
704,1,1,0,0,0,0,0,1
706,0,0,0,0,0,0,0,0
714,0,0,0,0,0,0,0,0
713,1,1,1,1,1,0,0,0
715,1,1,1,0,0,0,0,0
716,0,1,1,0,1,0,0,1
717,1,1,1,1,1,0,0,1
718,0,0,0,0,0,0,0,0
719,1,1,0,0,0,0,0,1
720,0,1,1,1,0,0,0,0
723,1,1,1,1,0,0,0,1
725,0,1,0,0,1,0,0,0
726,1,1,0,0,0,0,0,1
727,0,1,1,0,0,0,0,1
728,1,1,1,0,1,1,0,0
732,1,1,1,0,0,0,0,0
733,0,0,1,0,0,0,0,0
735,0,0,1,0,0,0,0,0
762,0,1,1,0,1,0,0,0
737,1,1,0,0,0,0,0,0
738,0,1,0,0,0,0,0,0
739,1,1,1,0,0,0,0,1
740,1,1,1,0,0,0,0,1
742,1,1,1,0,0,0,0,0
743,0,0,1,0,1,0,0,0
745,1,1,1,0,0,0,1,0
746,1,1,1,0,0,0,0,0
748,1,1,1,0,0,0,0,0
749,0,1,1,0,0,0,0,0
750,0,0,0,0,0,0,0,0
751,0,1,0,0,0,0,0,1
753,0,1,0,0,0,0,0,0
754,1,0,0,0,0,0,0,0
756,1,1,0,1,1,0,1,0
757,0,1,0,0,0,0,0,0
758,1,1,0,0,0,0,0,0
761,1,1,1,0,1,0,0,0
765,0,0,0,0,0,0,0,0
766,1,1,1,1,1,0,0,0
769,0,1,1,1,1,0,0,0
772,0,0,1,0,0,0,0,0
771,0,1,1,1,1,0,0,0
776,0,0,1,0,0,0,0,0
777,0,1,1,1,0,0,0,1
781,1,1,1,0,0,0,0,0
783,1,1,1,1,0,0,0,0
784,1,1,1,1,0,0,0,0
788,1,1,1,0,1,0,0,0
789,0,0,0,0,0,0,0,0
790,0,0,0,0,0,0,0,0
791,1,1,0,0,0,0,0,0
792,1,0,0,0,1,0,0,1
795,1,1,0,1,1,0,0,1
796,0,0,1,1,1,0,0,0
797,1,1,1,0,1,0,0,1
798,1,1,1,1,1,0,0,1
799,0,0,0,0,0,0,1,0
800,0,0,0,0,0,0,0,0
801,1,0,0,0,0,0,0,0
804,1,1,0,0,0,0,0,1
805,0,0,0,0,0,0,0,0
806,1,1,1,0,0,0,0,1
807,0,1,1,0,0,0,0,1
808,1,0,1,0,0,0,0,1
809,1,1,0,0,1,0,1,1
811,1,1,0,0,1,0,0,0
812,0,1,1,0,0,0,0,0
813,1,1,1,1,1,0,0,1
814,1,1,0,0,0,0,0,0
815,1,1,0,1,0,0,0,0
816,0,0,0,0,0,0,0,0
818,0,0,1,0,0,0,0,0
826,0,0,0,0,0,0,0,1
845,0,0,0,0,0,0,0,1
852,0,0,0,0,0,0,0,0
853,0,1,1,0,0,0,0,1
820,0,1,1,0,0,0,0,0
824,0,0,0,0,0,0,0,0
825,1,0,0,0,0,0,0,1
827,1,1,1,0,0,0,0,0
830,0,0,0,0,0,0,0,1
829,0,1,0,0,0,0,0,0
831,1,1,1,0,0,0,0,0
834,1,1,0,0,0,0,0,0
839,1,1,0,0,1,1,0,0
840,1,1,1,1,0,0,0,0
841,1,0,0,0,1,0,0,0
844,1,1,1,0,0,0,0,1
848,1,1,1,0,0,0,0,0
849,0,0,0,0,0,0,0,0
851,0,1,1,0,0,0,0,1
850,0,1,1,1,1,0,0,1
854,0,0,0,0,0,0,0,0
855,1,1,1,1,0,0,0,0
856,1,1,1,0,1,0,0,0
857,1,1,1,0,0,0,0,0
858,1,1,1,1,0,0,0,1
859,1,1,1,1,0,0,0,1
861,0,1,0,0,0,0,0,0
863,0,1,0,0,0,0,0,1
864,1,1,0,1,1,0,0,0
865,1,1,0,0,0,0,0,1
866,0,1,0,0,0,0,0,0
868,0,1,1,1,1,0,0,0
869,0,1,0,0,0,0,0,0
870,1,1,1,1,0,0,0,1
873,0,0,0,0,0,0,0,0
871,1,1,0,1,1,0,0,0
874,1,1,1,0,0,0,0,0
875,0,0,0,0,0,0,0,0
877,1,1,1,0,1,1,0,1
878,1,1,0,1,1,0,0,0
880,1,1,1,0,0,0,0,0
884,1,0,1,1,0,0,0,1
885,1,1,1,0,1,0,0,1
886,0,1,0,0,0,0,0,0
888,1,1,1,1,0,0,0,1
889,0,1,0,0,0,0,0,1
890,1,1,1,1,0,0,0,0
891,0,1,1,0,0,0,0,0
892,0,0,0,0,0,0,0,1
893,0,1,0,0,0,0,0,0
895,1,1,1,1,0,0,0,0
896,1,1,0,0,0,1,0,0
899,1,1,0,0,0,0,0,0
900,1,1,0,1,0,0,0,0
901,0,1,0,0,0,0,0,0
902,0,1,0,1,0,0,0,0
903,1,1,1,0,0,0,0,0
904,0,0,0,0,0,0,0,0
928,0,0,0,0,0,0,0,0
906,1,1,0,1,0,0,0,0
909,0,1,1,0,0,0,0,0
910,1,1,0,0,0,0,0,0
911,0,1,0,0,0,0,0,0
912,1,1,1,0,0,0,0,0
913,1,1,0,1,0,0,0,0
914,1,1,0,0,0,0,0,1
917,1,1,0,0,1,0,0,1
918,0,0,0,0,0,0,0,0
919,0,1,0,0,0,0,0,0
921,0,1,0,0,1,0,0,0
922,1,1,0,0,0,0,0,0
924,0,0,0,0,0,0,0,0
925,0,0,1,0,0,0,0,1
926,1,1,0,0,0,0,0,0
927,1,1,1,0,0,1,0,0
929,0,1,0,0,0,0,0,1
930,1,1,0,0,1,0,0,0
931,0,1,0,0,0,0,0,1
933,1,1,0,1,0,0,0,0
934,1,1,0,0,0,0,0,0
935,1,0,1,0,0,0,0,0
938,0,1,0,1,0,0,0,0
939,0,1,1,1,1,0,0,1
940,0,1,0,0,0,0,0,0
942,0,1,0,1,0,0,0,0
944,0,0,1,0,0,0,0,0
945,1,1,0,0,0,0,0,0
946,0,1,0,1,0,0,0,0
948,0,1,0,0,0,0,0,0
949,0,0,1,0,0,0,0,0
950,1,1,1,0,0,0,0,0
955,1,1,0,0,0,0,0,1
957,1,1,1,0,0,0,0,1
958,0,0,0,0,0,0,0,0
959,0,1,1,0,0,0,0,0
963,1,1,1,1,1,0,0,0
964,1,1,1,1,1,0,0,0
965,0,0,0,0,0,0,0,0
966,0,1,0,0,0,0,0,1
967,1,1,1,0,0,0,0,0
968,1,1,1,0,0,0,0,0
969,0,1,0,0,0,0,1,0
971,0,0,1,0,0,0,0,0
970,1,1,0,1,0,0,0,1
973,1,1,1,0,0,0,0,0
974,1,1,1,1,0,0,0,1
977,0,0,0,0,0,0,0,0
979,1,1,0,0,0,0,0,0
980,1,0,0,0,0,0,0,0
981,1,1,0,1,0,0,0,0
983,0,0,0,0,0,0,0,1
1008,0,0,0,0,0,0,0,1
986,1,1,1,1,1,0,0,1
987,0,1,1,0,0,0,0,0
990,1,0,0,0,1,0,0,0
991,0,1,1,1,1,0,0,0
992,1,1,0,1,0,0,0,0
993,1,1,1,0,0,0,0,0
994,1,1,0,0,0,0,0,0
995,0,1,0,1,0,0,0,0
996,0,1,1,0,0,0,0,0
998,0,1,0,0,0,0,0,0
999,1,1,0,1,0,0,0,0
1000,1,1,1,0,0,0,0,0
1002,1,1,1,1,0,0,0,1
1003,1,1,1,1,0,0,0,1
1004,1,1,1,1,1,0,0,1
1005,0,1,0,0,0,0,0,1
1007,0,0,0,0,0,0,0,0
1011,0,1,0,0,0,0,0,0
1012,1,1,1,0,1,0,0,1
1013,1,1,1,0,0,0,0,1
1014,0,0,0,0,0,0,0,0
1015,1,1,1,0,0,0,0,0
1016,0,1,0,0,0,0,0,0
1017,1,1,1,1,0,0,0,0
1018,0,1,0,0,0,0,0,0
1020,0,1,1,0,0,0,0,0
1023,0,0,0,0,0,0,0,1
1024,1,1,0,1,1,0,0,0
1026,1,1,0,0,0,0,0,1
1027,0,0,0,0,0,0,0,0
1029,1,1,1,0,0,0,0,0
1030,0,1,1,0,0,0,0,0
1032,0,1,1,1,1,0,0,0
1034,0,1,0,0,1,0,0,0
1035,0,0,1,0,0,0,0,1
1037,0,0,0,0,0,0,0,0
1038,0,1,1,1,1,0,0,1
1039,1,1,1,1,0,0,0,0
1040,1,1,0,0,0,0,0,0
1042,1,1,0,0,0,0,0,1
1043,1,1,1,1,0,0,0,1
1044,1,1,1,0,0,0,0,0
1045,1,1,1,1,0,0,0,0
1046,1,1,0,0,0,0,0,0
1047,1,1,0,0,0,0,0,0
1048,0,0,0,0,0,0,0,0
1049,1,1,1,1,0,0,0,1
1050,1,1,1,1,0,0,0,1
1052,1,1,1,1,1,0,0,1
1062,0,1,0,0,0,0,0,1
1070,0,0,1,0,0,0,0,1
1072,0,0,0,0,0,0,0,0
1073,1,0,0,0,0,0,0,0
1076,0,0,0,0,0,0,0,1
1085,0,0,0,0,0,0,0,1
1107,0,0,0,0,0,0,0,1
1143,0,0,1,0,0,0,0,0
1149,0,0,1,0,0,0,0,0
1165,0,0,0,0,0,0,0,0
1169,0,0,0,0,0,0,0,0
1197,1,1,0,1,1,0,0,0
1210,0,0,0,0,0,0,0,0
1307,0,0,0,0,0,0,0,0
1327,0,0,0,0,0,0,0,1
1338,0,0,0,0,0,0,0,1
1344,0,0,0,0,0,0,0,1
1445,0,0,0,0,0,0,0,0
1522,0,0,1,0,0,0,0,0
1525,0,0,0,0,0,0,0,0
1594,0,0,0,0,0,0,0,0
1054,1,1,1,0,0,0,0,0
1056,0,0,0,0,0,0,0,1
1059,0,1,1,0,0,0,0,0
1060,0,1,1,0,0,1,0,1
1061,0,1,0,0,0,0,0,0
1063,0,1,1,0,0,0,0,0
1064,0,0,0,0,0,0,0,0
1067,1,1,0,1,1,0,0,1
1071,1,1,0,1,0,0,0,1
1074,1,1,1,1,0,0,0,1
1075,1,1,1,0,0,0,0,0
1078,0,0,0,0,0,0,0,1
1077,1,1,0,0,0,0,0,0
1079,1,1,1,1,1,0,0,1
1080,1,1,1,1,1,0,0,1
1081,0,0,0,0,0,0,0,0
1083,1,1,1,1,0,0,0,1
1084,1,1,0,0,0,0,0,1
1086,0,0,0,0,0,0,0,0
1087,0,0,0,0,0,0,0,0
1101,0,0,0,0,0,0,0,1
1089,1,1,1,0,0,0,0,0
1090,0,0,0,0,0,0,0,0
1092,1,1,0,0,0,0,0,0
1095,0,0,1,0,0,0,0,1
1100,0,1,1,1,0,0,0,0
1102,1,1,0,0,0,0,0,0
1104,1,1,1,1,0,0,0,1
1106,0,0,0,0,0,0,0,0
1109,1,1,1,0,0,0,0,0
1110,1,1,1,1,0,0,0,1
1111,1,1,1,1,0,0,0,0
1112,0,0,0,0,0,0,0,0
1113,1,1,1,0,0,0,0,0
1115,1,1,0,1,1,0,0,0
1117,1,1,1,0,0,0,0,0
1119,1,1,0,0,0,0,0,0
1120,1,1,1,1,0,0,0,0
1132,0,0,0,0,0,0,0,1
1121,1,1,1,0,0,0,0,0
1123,1,1,1,1,0,0,0,0
1126,0,0,0,0,0,0,0,1
1127,0,0,0,0,0,0,0,0
1128,0,0,0,0,0,0,0,0
1129,1,1,0,0,0,0,0,0
1130,0,0,0,0,0,0,0,1
1131,0,1,1,1,0,0,0,0
1133,1,1,1,1,0,0,0,0
1134,1,1,1,1,0,0,0,0
